row,col,lat,lon,elevation_m,flow_accumulation_cells,catchment_km2,twi,slope_deg
38,9,13.154,80.132,16.0,43.0,32.3436,16.54,0.14
38,10,13.154,80.14,17.0,2.0,1.5044,12.84,0.264
38,11,13.154,80.148,16.0,1.0,0.7522,12.43,0.198
38,12,13.154,80.156,14.0,4.0,3.0087,14.92,0.066
38,13,13.154,80.164,13.0,5.0,3.7609,15.28,0.05
38,14,13.154,80.172,13.0,6.0,4.5131,15.46,0.05
38,15,13.154,80.18,13.0,72.0,54.1567,17.95,0.05
38,16,13.154,80.188,13.0,73.0,54.9089,17.07,0.14
38,17,13.154,80.196,16.0,1.0,0.7522,11.74,0.396
38,18,13.154,80.204,20.0,1.0,0.7522,11.24,0.654
38,19,13.154,80.212,13.0,1.0,0.7522,11.59,0.462
38,20,13.154,80.22,6.0,157.0,118.0917,18.73,0.05
38,21,13.154,80.228,10.0,1.0,0.7522,12.14,0.264
38,22,13.154,80.236,7.0,3.0,2.2565,14.77,0.05
38,23,13.154,80.244,8.0,4.0,3.0087,14.16,0.14
38,24,13.154,80.252,9.0,1.0,0.7522,12.14,0.264
38,25,13.154,80.26,5.0,2.0,1.5044,13.53,0.132
38,26,13.154,80.268,3.0,3.0,2.2565,14.77,0.05
38,27,13.154,80.276,6.0,4.0,3.0087,13.82,0.198
38,28,13.154,80.284,3.0,5.0,3.7609,15.28,0.047
38,29,13.154,80.292,3.0,1.0,0.7522,13.53,0.066
38,30,13.154,80.3,12.0,1.0,0.7522,11.05,0.793
38,31,13.154,80.308,0.0,2.0,1.5044,14.37,0.05
38,32,13.154,80.316,0.0,3.0,2.2565,14.77,0.05
39,0,13.162,80.06,26.0,6.0,4.5131,15.46,0.05
39,1,13.162,80.068,26.0,8.0,6.0174,15.75,0.05
39,2,13.162,80.076,28.0,3.0,2.2565,13.94,0.132
39,3,13.162,80.084,34.0,1.0,0.7522,11.74,0.396
39,4,13.162,80.092,38.0,1.0,0.7522,11.13,0.727
39,5,13.162,80.1,27.0,2.0,1.5044,12.61,0.33
39,6,13.162,80.108,22.0,9.0,6.7696,14.98,0.14
39,7,13.162,80.116,28.0,1.0,0.7522,11.33,0.595
39,8,13.162,80.124,19.0,9.0,6.7696,14.98,0.14
39,9,13.162,80.132,21.0,3.0,2.2565,13.02,0.33
39,10,13.162,80.14,23.0,1.0,0.7522,11.74,0.396
39,11,13.162,80.148,20.0,3.0,2.2565,13.18,0.28
39,12,13.162,80.156,24.0,1.0,0.7522,11.13,0.727
39,13,13.162,80.164,13.0,3.0,2.2565,14.77,0.05
39,14,13.162,80.172,13.0,4.0,3.0087,15.06,0.05
39,15,13.162,80.18,13.0,5.0,3.7609,15.28,0.05
39,16,13.162,80.188,13.0,6.0,4.5131,15.46,0.047
39,17,13.162,80.196,20.0,1.0,0.7522,11.45,0.528
39,18,13.162,80.204,16.0,1.0,0.7522,11.33,0.595
39,19,13.162,80.212,7.0,2.0,1.5044,13.88,0.093
39,20,13.162,80.22,6.0,1.0,0.7522,13.53,0.066
39,21,13.162,80.228,7.0,2.0,1.5044,13.53,0.132
39,22,13.162,80.236,14.0,1.0,0.7522,11.59,0.462
39,23,13.162,80.244,12.0,1.0,0.7522,11.59,0.462
39,24,13.162,80.252,5.0,6.0,4.5131,15.46,0.05
39,25,13.162,80.26,7.0,7.0,5.2652,14.09,0.264
39,26,13.162,80.268,3.0,8.0,6.0174,15.75,0.05
39,27,13.162,80.276,5.0,1.0,0.7522,12.84,0.132
39,28,13.162,80.284,7.0,1.0,0.7522,11.92,0.33
39,29,13.162,80.292,2.0,8.0,6.0174,15.75,0.05
39,30,13.162,80.3,11.0,1.0,0.7522,11.33,0.595
39,31,13.162,80.308,7.0,1.0,0.7522,11.59,0.462
39,32,13.162,80.316,0.0,2.0,1.5044,14.37,0.05
40,0,13.17,80.06,26.0,1.0,0.7522,12.78,0.14
40,1,13.17,80.068,26.0,1.0,0.7522,12.43,0.198
40,2,13.17,80.076,27.0,1.0,0.7522,12.43,0.198
40,3,13.17,80.084,29.0,1.0,0.7522,12.27,0.234
40,4,13.17,80.092,30.0,1.0,0.7522,11.92,0.33
40,5,13.17,80.1,25.0,5.0,3.7609,14.39,0.14
40,6,13.17,80.108,28.0,1.0,0.7522,11.74,0.396
40,7,13.17,80.116,25.0,2.0,1.5044,12.78,0.28
40,8,13.17,80.124,22.0,5.0,3.7609,14.04,0.198
40,9,13.17,80.132,26.0,2.0,1.5044,12.61,0.33
40,10,13.17,80.14,25.0,1.0,0.7522,12.27,0.234
40,11,13.17,80.148,24.0,1.0,0.7522,12.14,0.264
40,12,13.17,80.156,25.0,1.0,0.7522,11.39,0.561
40,13,13.17,80.164,19.0,1.0,0.7522,11.74,0.396
40,14,13.17,80.172,13.0,2.0,1.5044,14.37,0.05
40,15,13.17,80.18,13.0,3.0,2.2565,14.77,0.05
40,16,13.17,80.188,13.0,4.0,3.0087,14.16,0.14
40,17,13.17,80.196,12.0,8.0,6.0174,14.35,0.234
40,18,13.17,80.204,9.0,1.0,0.7522,12.43,0.198
40,19,13.17,80.212,6.0,2.0,1.5044,14.22,0.066
40,20,13.17,80.22,5.0,6.0,4.5131,15.46,0.047
40,21,13.17,80.228,5.0,3.0,2.2565,14.63,0.066
40,22,13.17,80.236,12.0,1.0,0.7522,11.45,0.528
40,23,13.17,80.244,6.0,1.0,0.7522,12.84,0.132
40,24,13.17,80.252,7.0,1.0,0.7522,12.43,0.198
40,25,13.17,80.26,9.0,1.0,0.7522,11.93,0.327
40,26,13.17,80.268,10.0,1.0,0.7522,11.45,0.528
40,27,13.17,80.276,5.0,1.0,0.7522,12.78,0.14
40,28,13.17,80.284,5.0,1.0,0.7522,12.43,0.198
40,29,13.17,80.292,3.0,2.0,1.5044,14.22,0.066
40,30,13.17,80.3,6.0,1.0,0.7522,12.43,0.198
40,31,13.17,80.308,9.0,1.0,0.7522,11.33,0.595
40,32,13.17,80.316,0.0,2.0,1.5044,14.37,0.05
41,0,13.178,80.06,26.0,1.0,0.7522,12.43,0.198
41,1,13.178,80.068,23.0,6.0,4.5131,15.46,0.05
41,2,13.178,80.076,24.0,5.0,3.7609,15.14,0.066
41,3,13.178,80.084,26.0,2.0,1.5044,13.53,0.132
41,4,13.178,80.092,30.0,1.0,0.7522,12.14,0.264
41,5,13.178,80.1,32.0,1.0,0.7522,11.59,0.462
41,6,13.178,80.108,33.0,2.0,1.5044,12.49,0.374
41,7,13.178,80.116,34.0,1.0,0.7522,11.33,0.595
41,8,13.178,80.124,28.0,4.0,3.0087,13.12,0.396
41,9,13.178,80.132,37.0,1.0,0.7522,11.13,0.727
41,10,13.178,80.14,32.0,1.0,0.7522,11.33,0.595
41,11,13.178,80.148,23.0,2.0,1.5044,13.53,0.132
41,12,13.178,80.156,21.0,3.0,2.2565,12.68,0.462
41,13,13.178,80.164,14.0,4.0,3.0087,14.92,0.066
41,14,13.178,80.172,13.0,5.0,3.7609,15.28,0.05
41,15,13.178,80.18,13.0,6.0,4.5131,15.46,0.05
41,16,13.178,80.188,13.0,7.0,5.2652,14.38,0.198
41,17,13.178,80.196,10.0,12.0,9.0261,14.92,0.198
41,18,13.178,80.204,7.0,35.0,26.3262,17.23,0.047
41,19,13.178,80.212,8.0,1.0,0.7522,12.43,0.198
41,20,13.178,80.22,5.0,2.0,1.5044,14.22,0.066
41,21,13.178,80.228,4.0,59.0,44.3784,17.75,0.05
41,22,13.178,80.236,4.0,62.0,46.6349,17.8,0.05
41,23,13.178,80.244,4.0,64.0,48.1393,17.83,0.05
41,24,13.178,80.252,4.0,66.0,49.6436,17.86,0.05
41,25,13.178,80.26,6.0,67.0,50.3958,16.35,0.264
41,26,13.178,80.268,2.0,72.0,54.1567,17.95,0.05
41,27,13.178,80.276,5.0,73.0,54.9089,16.72,0.198
41,28,13.178,80.284,2.0,76.0,57.1654,18.0,0.05
41,29,13.178,80.292,2.0,79.0,59.4219,18.04,0.05
41,30,13.178,80.3,8.0,80.0,60.1741,16.12,0.396
41,31,13.178,80.308,8.0,1.0,0.7522,11.45,0.528
41,32,13.178,80.316,0.0,3.0,2.2565,14.77,0.05
42,0,13.186,80.06,28.0,1.0,0.7522,12.14,0.264
42,1,13.186,80.068,24.0,2.0,1.5044,14.22,0.066
42,2,13.186,80.076,24.0,1.0,0.7522,13.18,0.093
42,3,13.186,80.084,27.0,1.0,0.7522,11.92,0.33
42,4,13.186,80.092,32.0,2.0,1.5044,12.27,0.467
42,5,13.186,80.1,37.0,1.0,0.7522,11.92,0.33
42,6,13.186,80.108,40.0,1.0,0.7522,11.59,0.462
42,7,13.186,80.116,44.0,1.0,0.7522,11.11,0.747
42,8,13.186,80.124,41.0,1.0,0.7522,10.97,0.859
42,9,13.186,80.132,38.0,1.0,0.7522,11.57,0.467
42,10,13.186,80.14,31.0,1.0,0.7522,11.23,0.661
42,11,13.186,80.148,21.0,4.0,3.0087,15.06,0.05
42,12,13.186,80.156,21.0,5.0,3.7609,13.19,0.462
42,13,13.186,80.164,14.0,8.0,6.0174,15.61,0.066
42,14,13.186,80.172,13.0,10.0,7.5218,15.98,0.05
42,15,13.186,80.18,13.0,12.0,9.0261,16.16,0.05
42,16,13.186,80.188,14.0,13.0,9.7783,15.0,0.198
42,17,13.186,80.196,11.0,14.0,10.5305,15.13,0.187
42,18,13.186,80.204,11.0,1.0,0.7522,11.92,0.33
42,19,13.186,80.212,6.0,40.0,30.0871,17.22,0.066
42,20,13.186,80.22,5.0,46.0,34.6001,17.5,0.047
42,21,13.186,80.228,5.0,1.0,0.7522,13.53,0.066
42,22,13.186,80.236,5.0,1.0,0.7522,13.53,0.066
42,23,13.186,80.244,9.0,1.0,0.7522,11.92,0.33
42,24,13.186,80.252,4.0,2.0,1.5044,14.37,0.047
42,25,13.186,80.26,4.0,1.0,0.7522,13.18,0.093
42,26,13.186,80.268,3.0,1.0,0.7522,13.53,0.066
42,27,13.186,80.276,3.0,1.0,0.7522,13.67,0.047
42,28,13.186,80.284,3.0,1.0,0.7522,13.53,0.066
42,29,13.186,80.292,2.0,2.0,1.5044,14.37,0.05
42,30,13.186,80.3,2.0,83.0,62.4306,18.09,0.05
42,31,13.186,80.308,8.0,1.0,0.7522,11.74,0.396
42,32,13.186,80.316,9.0,1.0,0.7522,11.33,0.595
43,0,13.194,80.06,25.0,1.0,0.7522,13.53,0.066
43,1,13.194,80.068,24.0,2.0,1.5044,14.22,0.066
43,2,13.194,80.076,23.0,3.0,2.2565,14.63,0.066
43,3,13.194,80.084,22.0,8.0,6.0174,15.75,0.05
43,4,13.194,80.092,31.0,1.0,0.7522,11.33,0.595
43,5,13.194,80.1,36.0,1.0,0.7522,11.57,0.467
43,6,13.194,80.108,36.0,1.0,0.7522,11.23,0.661
43,7,13.194,80.116,42.0,1.0,0.7522,10.89,0.925
43,8,13.194,80.124,35.0,1.0,0.7522,11.23,0.661
43,9,13.194,80.132,36.0,1.0,0.7522,11.13,0.727
43,10,13.194,80.14,34.0,1.0,0.7522,11.31,0.607
43,11,13.194,80.148,27.0,1.0,0.7522,11.74,0.396
43,12,13.194,80.156,32.0,1.0,0.7522,10.99,0.841
43,13,13.194,80.164,28.0,1.0,0.7522,10.89,0.925
43,14,13.194,80.172,20.0,1.0,0.7522,11.59,0.462
43,15,13.194,80.18,17.0,1.0,0.7522,12.14,0.264
43,16,13.194,80.188,14.0,1.0,0.7522,12.14,0.264
43,17,13.194,80.196,10.0,2.0,1.5044,14.22,0.066
43,18,13.194,80.204,9.0,3.0,2.2565,13.88,0.14
43,19,13.194,80.212,7.0,4.0,3.0087,14.57,0.093
43,20,13.194,80.22,7.0,1.0,0.7522,12.84,0.132
43,21,13.194,80.228,6.0,2.0,1.5044,14.22,0.066
43,22,13.194,80.236,5.0,3.0,2.2565,14.63,0.066
43,23,13.194,80.244,4.0,6.0,4.5131,15.46,0.047
43,24,13.194,80.252,5.0,1.0,0.7522,12.84,0.132
43,25,13.194,80.26,3.0,4.0,3.0087,15.06,0.05
43,26,13.194,80.268,3.0,5.0,3.7609,15.28,0.05
43,27,13.194,80.276,3.0,6.0,4.5131,15.32,0.066
43,28,13.194,80.284,2.0,8.0,6.0174,15.75,0.05
43,29,13.194,80.292,3.0,9.0,6.7696,15.38,0.093
43,30,13.194,80.3,2.0,1.0,0.7522,13.53,0.066
43,31,13.194,80.308,4.0,1.0,0.7522,12.43,0.198
43,32,13.194,80.316,6.0,1.0,0.7522,12.27,0.234
44,0,13.202,80.06,25.0,1.0,0.7522,12.84,0.132
44,1,13.202,80.068,25.0,1.0,0.7522,12.78,0.14
44,2,13.202,80.076,23.0,1.0,0.7522,13.53,0.066
44,3,13.202,80.084,22.0,2.0,1.5044,14.37,0.05
44,4,13.202,80.092,30.0,3.0,2.2565,12.55,0.528
44,5,13.202,80.1,30.0,1.0,0.7522,11.8,0.374
44,6,13.202,80.108,26.0,3.0,2.2565,14.77,0.047
44,7,13.202,80.116,28.0,2.0,1.5044,12.37,0.42
44,8,13.202,80.124,25.0,2.0,1.5044,12.27,0.467
44,9,13.202,80.132,25.0,2.0,1.5044,11.92,0.661
44,10,13.202,80.14,30.0,1.0,0.7522,10.97,0.859
44,11,13.202,80.148,27.0,1.0,0.7522,11.57,0.467
44,12,13.202,80.156,23.0,1.0,0.7522,11.93,0.327
44,13,13.202,80.164,22.0,1.0,0.7522,11.57,0.467
44,14,13.202,80.172,20.0,1.0,0.7522,11.45,0.528
44,15,13.202,80.18,16.0,1.0,0.7522,11.92,0.33
44,16,13.202,80.188,12.0,1.0,0.7522,12.84,0.132
44,17,13.202,80.196,11.0,1.0,0.7522,12.84,0.132
44,18,13.202,80.204,9.0,2.0,1.5044,13.88,0.093
44,19,13.202,80.212,10.0,1.0,0.7522,12.43,0.198
44,20,13.202,80.22,8.0,1.0,0.7522,13.18,0.093
44,21,13.202,80.228,9.0,1.0,0.7522,12.43,0.198
44,22,13.202,80.236,6.0,2.0,1.5044,13.88,0.093
44,23,13.202,80.244,5.0,1.0,0.7522,12.84,0.132
44,24,13.202,80.252,3.0,73.0,54.9089,17.96,0.05
44,25,13.202,80.26,4.0,74.0,55.661,17.84,0.066
44,26,13.202,80.268,6.0,1.0,0.7522,12.43,0.198
44,27,13.202,80.276,6.0,1.0,0.7522,12.14,0.264
44,28,13.202,80.284,2.0,2.0,1.5044,14.37,0.05
44,29,13.202,80.292,2.0,3.0,2.2565,14.63,0.066
44,30,13.202,80.3,1.0,15.0,11.2826,16.38,0.05
44,31,13.202,80.308,1.0,18.0,13.5392,16.56,0.05
44,32,13.202,80.316,6.0,1.0,0.7522,11.92,0.33
45,0,13.21,80.06,23.0,2.0,1.5044,13.47,0.14
45,1,13.21,80.068,23.0,1.0,0.7522,12.43,0.198
45,2,13.21,80.076,22.0,2.0,1.5044,13.12,0.198
45,3,13.21,80.084,24.0,1.0,0.7522,12.14,0.264
45,4,13.21,80.092,22.0,5.0,3.7609,14.79,0.093
45,5,13.21,80.1,35.0,1.0,0.7522,10.89,0.925
45,6,13.21,80.108,33.0,1.0,0.7522,10.97,0.859
45,7,13.21,80.116,25.0,4.0,3.0087,13.12,0.396
45,8,13.21,80.124,19.0,7.0,5.2652,14.09,0.264
45,9,13.21,80.132,15.0,12.0,9.0261,16.16,0.05
45,10,13.21,80.14,17.0,16.0,12.0348,15.61,0.132
45,11,13.21,80.148,29.0,1.0,0.7522,11.05,0.793
45,12,13.21,80.156,21.0,1.0,0.7522,11.92,0.33
45,13,13.21,80.164,16.0,3.0,2.2565,13.24,0.264
45,14,13.21,80.172,12.0,6.0,4.5131,15.32,0.066
45,15,13.21,80.18,11.0,44.0,33.0958,17.32,0.066
45,16,13.21,80.188,10.0,49.0,36.8566,17.57,0.05
45,17,13.21,80.196,10.0,50.0,37.6088,17.44,0.066
45,18,13.21,80.204,9.0,51.0,38.361,17.46,0.066
45,19,13.21,80.212,8.0,52.0,39.1132,17.62,0.05
45,20,13.21,80.22,8.0,53.0,39.8653,17.5,0.066
45,21,13.21,80.228,7.0,61.0,45.8828,16.95,0.132
45,22,13.21,80.236,5.0,64.0,48.1393,17.83,0.05
45,23,13.21,80.244,5.0,65.0,48.8915,17.36,0.093
45,24,13.21,80.252,6.0,1.0,0.7522,12.43,0.198
45,25,13.21,80.26,3.0,78.0,58.6698,18.03,0.05
45,26,13.21,80.268,3.0,81.0,60.9263,18.07,0.05
45,27,13.21,80.276,6.0,1.0,0.7522,12.43,0.198
45,28,13.21,80.284,4.0,1.0,0.7522,12.78,0.14
45,29,13.21,80.292,2.0,1.0,0.7522,13.53,0.066
45,30,13.21,80.3,4.0,1.0,0.7522,12.43,0.198
45,31,13.21,80.308,2.0,1.0,0.7522,13.18,0.093
45,32,13.21,80.316,7.0,1.0,0.7522,11.59,0.462
46,0,13.218,80.06,21.0,1.0,0.7522,13.53,0.066
46,1,13.218,80.068,20.0,5.0,3.7609,15.14,0.066
46,2,13.218,80.076,19.0,8.0,6.0174,15.75,0.05
46,3,13.218,80.084,20.0,15.0,11.2826,14.64,0.327
46,4,13.218,80.092,21.0,1.0,0.7522,11.45,0.528
46,5,13.218,80.1,21.0,2.0,1.5044,12.28,0.462
46,6,13.218,80.108,20.0,2.0,1.5044,12.78,0.28
46,7,13.218,80.116,24.0,1.0,0.7522,11.92,0.33
46,8,13.218,80.124,27.0,1.0,0.7522,11.33,0.595
46,9,13.218,80.132,18.0,2.0,1.5044,13.12,0.198
46,10,13.218,80.14,15.0,19.0,14.2913,16.62,0.05
46,11,13.218,80.148,20.0,20.0,15.0435,14.92,0.33
46,12,13.218,80.156,20.0,1.0,0.7522,11.74,0.396
46,13,13.218,80.164,14.0,2.0,1.5044,13.53,0.132
46,14,13.218,80.172,12.0,36.0,27.0783,17.26,0.047
46,15,13.218,80.18,12.0,1.0,0.7522,13.18,0.093
46,16,13.218,80.188,11.0,2.0,1.5044,14.22,0.066
46,17,13.218,80.196,12.0,1.0,0.7522,12.43,0.198
46,18,13.218,80.204,9.0,2.0,1.5044,14.22,0.066
46,19,13.218,80.212,8.0,5.0,3.7609,15.28,0.05
46,20,13.218,80.22,8.0,7.0,5.2652,15.62,0.047
46,21,13.218,80.228,10.0,1.0,0.7522,12.27,0.234
46,22,13.218,80.236,7.0,1.0,0.7522,12.84,0.132
46,23,13.218,80.244,6.0,1.0,0.7522,13.53,0.066
46,24,13.218,80.252,7.0,1.0,0.7522,12.49,0.187
46,25,13.218,80.26,5.0,1.0,0.7522,12.84,0.132
46,26,13.218,80.268,5.0,1.0,0.7522,12.84,0.132
46,27,13.218,80.276,6.0,1.0,0.7522,12.78,0.14
46,28,13.218,80.284,4.0,1.0,0.7522,12.43,0.198
46,29,13.218,80.292,1.0,9.0,6.7696,15.87,0.05
46,30,13.218,80.3,2.0,1.0,0.7522,13.53,0.066
46,31,13.218,80.308,2.0,1.0,0.7522,12.84,0.132
46,32,13.218,80.316,0.0,4.0,3.0087,15.06,0.05
47,0,13.226,80.06,22.0,1.0,0.7522,11.39,0.561
47,1,13.226,80.068,22.0,1.0,0.7522,11.05,0.793
47,2,13.226,80.076,21.0,1.0,0.7522,11.48,0.514
47,3,13.226,80.084,20.0,1.0,0.7522,11.59,0.462
47,4,13.226,80.092,13.0,22.0,16.5479,16.76,0.05
47,5,13.226,80.1,14.0,27.0,20.3088,16.48,0.093
47,6,13.226,80.108,21.0,1.0,0.7522,11.33,0.595
47,7,13.226,80.116,19.0,2.0,1.5044,12.43,0.396
47,8,13.226,80.124,25.0,1.0,0.7522,11.39,0.561
47,9,13.226,80.132,32.0,1.0,0.7522,10.7,1.123
47,10,13.226,80.14,15.0,2.0,1.5044,14.37,0.05
47,11,13.226,80.148,15.0,23.0,17.3001,16.81,0.05
47,12,13.226,80.156,15.0,24.0,18.0522,16.71,0.066
47,13,13.226,80.164,14.0,32.0,24.0696,16.65,0.093
47,14,13.226,80.172,13.0,1.0,0.7522,13.53,0.066
47,15,13.226,80.18,13.0,1.0,0.7522,13.18,0.093
47,16,13.226,80.188,15.0,1.0,0.7522,12.09,0.28
47,17,13.226,80.196,13.0,1.0,0.7522,12.14,0.264
47,18,13.226,80.204,10.0,1.0,0.7522,13.18,0.093
47,19,13.226,80.212,10.0,1.0,0.7522,12.84,0.132
47,20,13.226,80.22,10.0,1.0,0.7522,12.84,0.132
47,21,13.226,80.228,13.0,1.0,0.7522,11.92,0.33
47,22,13.226,80.236,8.0,2.0,1.5044,13.12,0.198
47,23,13.226,80.244,5.0,4.0,3.0087,15.06,0.05
47,24,13.226,80.252,18.0,5.0,3.7609,12.57,0.859
47,25,13.226,80.26,5.0,6.0,4.5131,14.63,0.132
47,26,13.226,80.268,4.0,1.0,0.7522,13.67,0.047
47,27,13.226,80.276,6.0,1.0,0.7522,12.43,0.198
47,28,13.226,80.284,3.0,3.0,2.2565,14.28,0.093
47,29,13.226,80.292,3.0,1.0,0.7522,12.84,0.132
47,30,13.226,80.3,4.0,1.0,0.7522,12.78,0.14
47,31,13.226,80.308,3.0,1.0,0.7522,12.78,0.14
47,32,13.226,80.316,2.0,1.0,0.7522,12.84,0.132
48,0,13.234,80.06,24.0,1.0,0.7522,10.89,0.925
48,1,13.234,80.068,10.0,10.0,7.5218,15.98,0.05
48,2,13.234,80.076,21.0,1.0,0.7522,11.13,0.727
48,3,13.234,80.084,18.0,3.0,2.2565,13.37,0.234
48,4,13.234,80.092,21.0,1.0,0.7522,11.45,0.528
48,5,13.234,80.1,18.0,1.0,0.7522,11.74,0.396
48,6,13.234,80.108,12.0,35.0,26.3262,17.23,0.047
48,7,13.234,80.116,13.0,5.0,3.7609,14.45,0.132
48,8,13.234,80.124,31.0,1.0,0.7522,10.64,1.189
48,9,13.234,80.132,29.0,1.0,0.7522,11.05,0.793
48,10,13.234,80.14,26.0,1.0,0.7522,11.13,0.727
48,11,13.234,80.148,15.0,3.0,2.2565,14.77,0.05
48,12,13.234,80.156,15.0,7.0,5.2652,15.62,0.047
48,13,13.234,80.164,18.0,1.0,0.7522,11.92,0.33
48,14,13.234,80.172,13.0,2.0,1.5044,14.37,0.05
48,15,13.234,80.18,13.0,3.0,2.2565,13.37,0.234
48,16,13.234,80.188,14.0,1.0,0.7522,11.74,0.396
48,17,13.234,80.196,9.0,4.0,3.0087,15.06,0.047
48,18,13.234,80.204,11.0,1.0,0.7522,12.84,0.132
48,19,13.234,80.212,13.0,1.0,0.7522,12.14,0.264
48,20,13.234,80.22,9.0,2.0,1.5044,14.37,0.05
48,21,13.234,80.228,13.0,3.0,2.2565,13.24,0.264
48,22,13.234,80.236,14.0,1.0,0.7522,11.59,0.462
48,23,13.234,80.244,7.0,2.0,1.5044,13.18,0.187
48,24,13.234,80.252,5.0,1.0,0.7522,12.84,0.132
48,25,13.234,80.26,3.0,9.0,6.7696,15.87,0.05
48,26,13.234,80.268,4.0,1.0,0.7522,13.53,0.066
48,27,13.234,80.276,5.0,1.0,0.7522,12.84,0.132
48,28,13.234,80.284,3.0,2.0,1.5044,14.37,0.05
48,29,13.234,80.292,3.0,3.0,2.2565,14.63,0.066
48,30,13.234,80.3,2.0,12.0,9.0261,16.16,0.047
48,31,13.234,80.308,5.0,1.0,0.7522,11.92,0.33
48,32,13.234,80.316,0.0,4.0,3.0087,15.06,0.05
49,0,13.242,80.06,24.0,1.0,0.7522,11.24,0.654
49,1,13.242,80.068,22.0,2.0,1.5044,11.74,0.793
49,2,13.242,80.076,21.0,2.0,1.5044,12.17,0.514
49,3,13.242,80.084,21.0,1.0,0.7522,12.43,0.198
49,4,13.242,80.092,21.0,1.0,0.7522,12.78,0.14
49,5,13.242,80.1,19.0,5.0,3.7609,13.54,0.327
49,6,13.242,80.108,19.0,1.0,0.7522,11.45,0.528
49,7,13.242,80.116,11.0,44.0,33.0958,17.46,0.05
49,8,13.242,80.124,18.0,45.0,33.8479,15.2,0.561
49,9,13.242,80.132,17.0,2.0,1.5044,11.83,0.727
49,10,13.242,80.14,17.0,1.0,0.7522,11.48,0.514
49,11,13.242,80.148,22.0,1.0,0.7522,11.59,0.462
49,12,13.242,80.156,16.0,3.0,2.2565,14.63,0.066
49,13,13.242,80.164,17.0,1.0,0.7522,12.43,0.198
49,14,13.242,80.172,14.0,3.0,2.2565,14.63,0.066
49,15,13.242,80.18,13.0,5.0,3.7609,13.53,0.33
49,16,13.242,80.188,8.0,17.0,12.787,16.51,0.05
49,17,13.242,80.196,16.0,1.0,0.7522,11.45,0.528
49,18,13.242,80.204,13.0,1.0,0.7522,12.43,0.198
49,19,13.242,80.212,10.0,3.0,2.2565,14.63,0.066
49,20,13.242,80.22,9.0,4.0,3.0087,15.06,0.047
49,21,13.242,80.228,9.0,4.0,3.0087,14.16,0.14
49,22,13.242,80.236,8.0,1.0,0.7522,12.84,0.132
49,23,13.242,80.244,7.0,1.0,0.7522,12.14,0.264
49,24,13.242,80.252,3.0,20.0,15.0435,16.67,0.05
49,25,13.242,80.26,6.0,1.0,0.7522,12.43,0.198
49,26,13.242,80.268,9.0,1.0,0.7522,11.92,0.33
49,27,13.242,80.276,4.0,3.0,2.2565,14.63,0.066
49,28,13.242,80.284,3.0,6.0,4.5131,15.46,0.05
49,29,13.242,80.292,3.0,8.0,6.0174,15.75,0.047
49,30,13.242,80.3,3.0,1.0,0.7522,12.84,0.132
49,31,13.242,80.308,1.0,14.0,10.5305,16.17,0.066
49,32,13.242,80.316,0.0,18.0,13.5392,16.56,0.05
50,0,13.25,80.06,24.0,1.0,0.7522,13.18,0.093
50,1,13.25,80.068,24.0,1.0,0.7522,12.78,0.14
50,2,13.25,80.076,24.0,1.0,0.7522,12.43,0.198
50,3,13.25,80.084,21.0,2.0,1.5044,14.22,0.066
50,4,13.25,80.092,20.0,3.0,2.2565,14.77,0.047
50,5,13.25,80.1,20.0,1.0,0.7522,13.53,0.066
50,6,13.25,80.108,22.0,1.0,0.7522,11.48,0.514
50,7,13.25,80.116,21.0,1.0,0.7522,11.23,0.661
50,8,13.25,80.124,19.0,1.0,0.7522,10.97,0.859
50,9,13.25,80.132,6.0,50.0,37.6088,17.59,0.05
50,10,13.25,80.14,21.0,1.0,0.7522,10.82,0.991
50,11,13.25,80.148,23.0,1.0,0.7522,11.93,0.327
50,12,13.25,80.156,19.0,1.0,0.7522,12.43,0.198
50,13,13.25,80.164,17.0,1.0,0.7522,12.78,0.14
50,14,13.25,80.172,15.0,1.0,0.7522,13.18,0.093
50,15,13.25,80.18,14.0,1.0,0.7522,12.09,0.28
50,16,13.25,80.188,18.0,1.0,0.7522,11.23,0.661
50,17,13.25,80.196,16.0,1.0,0.7522,11.8,0.374
50,18,13.25,80.204,11.0,1.0,0.7522,13.67,0.047
50,19,13.25,80.212,11.0,1.0,0.7522,12.84,0.132
50,20,13.25,80.22,9.0,2.0,1.5044,14.22,0.066
50,21,13.25,80.228,8.0,7.0,5.2652,14.78,0.132
50,22,13.25,80.236,6.0,13.0,9.7783,16.24,0.05
50,23,13.25,80.244,6.0,14.0,10.5305,15.42,0.14
50,24,13.25,80.252,6.0,1.0,0.7522,12.43,0.198
50,25,13.25,80.26,6.0,1.0,0.7522,12.78,0.14
50,26,13.25,80.268,6.0,1.0,0.7522,13.18,0.093
50,27,13.25,80.276,5.0,1.0,0.7522,13.18,0.093
50,28,13.25,80.284,5.0,1.0,0.7522,12.84,0.132
50,29,13.25,80.292,6.0,1.0,0.7522,12.43,0.198
50,30,13.25,80.3,5.0,1.0,0.7522,12.43,0.198
50,31,13.25,80.308,2.0,2.0,1.5044,13.88,0.093
50,32,13.25,80.316,1.0,1.0,0.7522,13.53,0.066
